"PROTEIN","SYMBOL","ENTREZID"
"9606.ENSP00000398163","TSPY3","23329"
"9606.ENSP00000398177","KCTD7","414059"
"9606.ENSP00000398211","TTC21A","414060"
"9606.ENSP00000398273","SOX5","84218"
"9606.ENSP00000398277","GCNT6","101060321"
"9606.ENSP00000398290","NDUFA3","729877"
"9606.ENSP00000398342","PPP1R14D","9882"
"9606.ENSP00000398350","C11orf68","9779"
"9606.ENSP00000398391","CC2D2A","51256"
"9606.ENSP00000398401","FAM133B","11138"
"9606.ENSP00000398410","KDM8","54885"
"9606.ENSP00000398454","GOLGA8N","23158"
"9606.ENSP00000398481","CADPS2","23061"
"9606.ENSP00000399235","FOLR3","6902"
"9606.ENSP00000399248","ENSG00000203392","1155"
"9606.ENSP00000399259","FCHSD1","6903"
"9606.ENSP00000398495","DIABLO","55171"
"9606.ENSP00000398500","ENSG00000233539","6904"
"9606.ENSP00000398502","FAM86A","6905"
"9606.ENSP00000398516","L3MBTL1","219899"
"9606.ENSP00000398526","ENSG00000256349","93627"
"9606.ENSP00000398559","CT47A3","29110"
"9606.ENSP00000398593","ENSG00000229615","9755"
"9606.ENSP00000398597","EXOSC6","6907"
"9606.ENSP00000398615","GOLGA6L6","79718"
"9606.ENSP00000398617","FAM71E2","90665"
"9606.ENSP00000398619","KRTAP25-1","26608"
"9606.ENSP00000398632","CD44","10607"
"9606.ENSP00000398637","ARL13A","6908"
"9606.ENSP00000398655","ITK","9519"
"9606.ENSP00000398688","VWA5B2","387332"
"9606.ENSP00000398698","TNF","10716"
"9606.ENSP00000398704","SHOX2","84897"
"9606.ENSP00000398718","ENSG00000257198","9238"
"9606.ENSP00000398736","CYR61","6899"
"9606.ENSP00000398789","SNX13","347853"
"9606.ENSP00000398798","ZNF142","6913"
"9606.ENSP00000398803","TSTA3","9096"
"9606.ENSP00000398824","PHF21A","9095"
"9606.ENSP00000398880","CDK12","6909"
"9606.ENSP00000398890","HLA-DMB","57057"
"9606.ENSP00000398930","SGCE","30009"
"9606.ENSP00000398971","IFRD2","50945"
"9606.ENSP00000398979","CYBASC3","6926"
"9606.ENSP00000399013","CNTNAP5","9496"
"9606.ENSP00000399075","C18orf42","6910"
"9606.ENSP00000399078","OR10J1","6911"
"9606.ENSP00000399324","FGF16","6915"
"9606.ENSP00000399441","LRRC70","6916"
"9606.ENSP00000399475","JMJD8","123036"
"9606.ENSP00000399511","TNIK","285343"
"9606.ENSP00000399518","SATB1","8557"
"9606.ENSP00000399523","ENSG00000215857","6917"
"9606.ENSP00000399547","ANKRD63","6919"
"9606.ENSP00000399563","GPR89C","6920"
"9606.ENSP00000399588","GAB3","9338"
"9606.ENSP00000399627","ENSG00000204003","140597"
"9606.ENSP00000399632","LOC401307","85012"
"9606.ENSP00000399637","GOLGA8I","79921"
"9606.ENSP00000399664","ZNF643","340543"
"9606.ENSP00000399668","TSPY4","158931"
"9606.ENSP00000399679","PRG4","56849"
"9606.ENSP00000399696","ENSG00000248235","90843"
"9606.ENSP00000399709","BEST1","170082"
"9606.ENSP00000399718","MBIP","127428"
"9606.ENSP00000399753","TEX13A",NA
"9606.ENSP00000399758","ENSG00000196796",NA
"9606.ENSP00000399780","ENSG00000261732",NA
"9606.ENSP00000399863","ZNF839",NA
"9606.ENSP00000399899","ENSG00000235978",NA
"9606.ENSP00000399903","NBEAL1",NA
"9606.ENSP00000399938","FLYWCH1",NA
"9606.ENSP00000399947","ASAH2C","10915"
"9606.ENSP00000399961","C14orf144","256536"
"9606.ENSP00000399968","NCOA2","6938"
"9606.ENSP00000399970","PPP2R2D","6939"
"9606.ENSP00000399982","TAF6","6941"
"9606.ENSP00000399985","FLI1","6942"
"9606.ENSP00000400010","PTPRJ","6943"
"9606.ENSP00000400036","PLA2G4C","150921"
"9606.ENSP00000400041","KRTAP5-2","100129654"
"9606.ENSP00000400046","CT47A8","22980"
"9606.ENSP00000400088","CDK3","6929"
"9606.ENSP00000452401","ENSG00000258989","6925"
"9606.ENSP00000400099","FAM65A","6932"
"9606.ENSP00000400101","SLC25A13","83439"
"9606.ENSP00000400113","ZDHHC13","6934"
"9606.ENSP00000400142","EWSR1","10732"
"9606.ENSP00000400157","B3GNT9","7062"
"9606.ENSP00000400168","ENSG00000248919","126637"
"9606.ENSP00000400175","RHOA","84260"
"9606.ENSP00000400184","C17orf89","10312"
"9606.ENSP00000400223","FJX1","8115"
"9606.ENSP00000400258","DLGAP2","9623"
"9606.ENSP00000400312","ULK3","6947"
"9606.ENSP00000400365","LAMA2","6948"
"9606.ENSP00000400376","ERAP2","6949"
"9606.ENSP00000400471","TMEM106C","6950"
"9606.ENSP00000400500","THAP5","6953"
"9606.ENSP00000400513","FASTKD1","140290"
"9606.ENSP00000400587","ENSG00000237896","401285"
"9606.ENSP00000400591","SNRPE","6954"
"9606.ENSP00000400592","CASP16","55346"
"9606.ENSP00000400644","ENSG00000224453","255394"
"9606.ENSP00000400717","GNA13","100996648"
"9606.ENSP00000400803","LRRC69","6988"
"9606.ENSP00000400815","C16orf62","202500"
"9606.ENSP00000400836","ZBTB8B","6991"
"9606.ENSP00000400878","ZNF234","200132"
"9606.ENSP00000400880","USP17L11","255758"
"9606.ENSP00000400882","CAPNS2","343521"
"9606.ENSP00000400895","OTOGL","79600"
"9606.ENSP00000400932","SLC35G1","79867"
"9606.ENSP00000400958","PHTF2","26123"
"9606.ENSP00000400997","ZNF780A","6996"
"9606.ENSP00000401018","GINS3","6997"
"9606.ENSP00000401277","CBLL1","6999"
"9606.ENSP00000401303","SHC1","55775"
"9606.ENSP00000401310","FRG2B","51567"
"9606.ENSP00000401328","PRSS48","56165"
"9606.ENSP00000401335","C16orf90","126668"
"9606.ENSP00000401338","TMEM8A","91646"
"9606.ENSP00000401362","C15orf41","100129278"
"9606.ENSP00000401363","DAZ4","81550"
"9606.ENSP00000401371","TIA1","163589"
"9606.ENSP00000401399","MYD88","221400"
"9606.ENSP00000401435","VPS53","23424"
"9606.ENSP00000401437","LDB3","122402"
"9606.ENSP00000401445","ERN1","11022"
"9606.ENSP00000401450","RPL28","7003"
"9606.ENSP00000401471","ENSG00000227839","8463"
"9606.ENSP00000401477","TMEM232","7005"
"9606.ENSP00000401479","ENSG00000224132","7004"
"9606.ENSP00000401498","C11orf94","100124696"
"9606.ENSP00000404438","SOHLH1","25851"
"9606.ENSP00000401502","SIGLEC6","9895"
"9606.ENSP00000401508","NAPRT1","9524"
"9606.ENSP00000401513","STRC","253017"
"9606.ENSP00000401514","DNAH1","7007"
"9606.ENSP00000401535","FLJ00288","6975"
"9606.ENSP00000401536","RFX8","127670"
"9606.ENSP00000401566","ECD","7008"
"9606.ENSP00000401597","DTHD1","79736"
"9606.ENSP00000401653","DRGX","7010"
"9606.ENSP00000401678","MYOCD","83659"
"9606.ENSP00000401701","PRSS42","27285"
"9606.ENSP00000401706","OR5H14","64518"
"9606.ENSP00000401721","PAN2","150483"
"9606.ENSP00000401738","C8orf56","146279"
"9606.ENSP00000401767","IQCF3","9894"
"9606.ENSP00000401770","C14orf2","100134934"
"9606.ENSP00000401802","PSMC6",NA
"9606.ENSP00000401812","ENSG00000224730","10178"
"9606.ENSP00000401859","YAF2","57451"
"9606.ENSP00000401867","MXD3","55714"
"9606.ENSP00000401878","KBTBD8","26011"
"9606.ENSP00000401932","PRSS45","7011"
"9606.ENSP00000401946","TNRC6B","374739"
"9606.ENSP00000401947","ZNF223","7013"
"9606.ENSP00000401966","OR1M1","7014"
"9606.ENSP00000401980","MAVS","54386"
"9606.ENSP00000402020","C17orf58","7015"
"9606.ENSP00000402038","MTO1","26136"
"9606.ENSP00000402058","ENSG00000167970","54997"
"9606.ENSP00000402060","PVR","7016"
"9606.ENSP00000402065","ENSG00000228049","10420"
"9606.ENSP00000402084","WEE1","9840"
"9606.ENSP00000402151","ENSG00000224186","80312"
"9606.ENSP00000402152","SLC12A3","54790"
"9606.ENSP00000402153","IQCJ","200424"
"9606.ENSP00000402158","ENSG00000224361","54881"
"9606.ENSP00000402203","CEACAM18","83639"
"9606.ENSP00000402515","SMG1","56159"
"9606.ENSP00000402527","SENP6","56158"
"9606.ENSP00000402537","MTMR10","56157"
"9606.ENSP00000402551","OTUB1","56156"
"9606.ENSP00000402584","MDGA1","56155"
"9606.ENSP00000402595","TRIM34","56154"
"9606.ENSP00000402608","CPS1","400629"
"9606.ENSP00000402634","ELOVL7","55852"
"9606.ENSP00000402644","ENSG00000251537","647310"
"9606.ENSP00000402674","ENSG00000237452","122046"
"9606.ENSP00000404439","KIAA0220L","113419"
"9606.ENSP00000407323","EBNA1BP2","51368"
"9606.ENSP00000402697","CERS1","1527"
"9606.ENSP00000402698","TMEM30C","728447"
"9606.ENSP00000402703","NBPF6","653363"
"9606.ENSP00000402720","ENSG00000224130","121793"
"9606.ENSP00000402758","PMEL","93081"
"9606.ENSP00000402825","FAM197Y1","339669"
"9606.ENSP00000402835","AARSD1","84066"
"9606.ENSP00000402855","TREML1","387718"
"9606.ENSP00000402861","PLCL1","200523"
"9606.ENSP00000402914","ENSG00000228325","374973"
"9606.ENSP00000402915","C2orf74","374618"
"9606.ENSP00000402935","TBC1D5","7018"
"9606.ENSP00000402962","FKSG52","7019"
"9606.ENSP00000403067","FRMD5","7020"
"9606.ENSP00000403103","IL12RB1","7021"
"9606.ENSP00000403117","MFSD1","7022"
"9606.ENSP00000403130","TMEM233","83741"
"9606.ENSP00000403151","C10orf105","339488"
"9606.ENSP00000403181","ENSG00000233438","7023"
"9606.ENSP00000403208","KIAA1383","51106"
"9606.ENSP00000403270","AGAP9","64216"
"9606.ENSP00000403293","FBXO43","7024"
"9606.ENSP00000403302","ANKRD36C","29842"
"9606.ENSP00000403304","TSPY1","7027"
"9606.ENSP00000403310","SNRNP35","7029"
"9606.ENSP00000403396","FAM126A","51270"
"9606.ENSP00000403397","ZDHHC17","7030"
"9606.ENSP00000403400","CCPG1","7942"
"9606.ENSP00000403438","TMEM150C","22797"
"9606.ENSP00000403459","GRB7","7031"
"9606.ENSP00000403476","SH3D21","7032"
"9606.ENSP00000403495","LTA","7033"
"9606.ENSP00000403524","BRAP","10342"
"9606.ENSP00000403536","GAMT","24144"
"9606.ENSP00000403566","C20orf173","7035"
"9606.ENSP00000403609","ENSG00000240215","7980"
"9606.ENSP00000403636","SYNGAP1","29844"
"9606.ENSP00000403649","CGB8","7036"
"9606.ENSP00000403683","NABP1","7037"
"9606.ENSP00000403712","SENP3","7038"
"9606.ENSP00000403760","USP17L10","23483"
"9606.ENSP00000403802","FBXO10","7039"
"9606.ENSP00000403852","POLR2F","7040"
"9606.ENSP00000403910","ATP5SL","7041"
"9606.ENSP00000403925","TBCEL","7042"
"9606.ENSP00000403932","EFCAB3","7043"
"9606.ENSP00000403936","ENSG00000232856","7045"
"9606.ENSP00000403946","MBTD1","7046"
"9606.ENSP00000403954","TENM1","7048"
"9606.ENSP00000403975","ZNF668","7049"
"9606.ENSP00000403980","ENSG00000234469","100507588"
"9606.ENSP00000403984","DCDC2C","9392"
"9606.ENSP00000403987","C15orf40","7050"
"9606.ENSP00000404011","ENSG00000259197","60436"
"9606.ENSP00000404027","ENSG00000229387","90316"
"9606.ENSP00000404464","CCBE1","90655"
"9606.ENSP00000407353","IFLTD1","7051"
"9606.ENSP00000404029","SUPT5H","7052"
"9606.ENSP00000404042","TMED4","7053"
"9606.ENSP00000404063","GRIK4","7047"
"9606.ENSP00000404074","ZNF193","9333"
"9606.ENSP00000404078","COX6A1P2","343641"
"9606.ENSP00000404079","DNAJB5","116179"
"9606.ENSP00000404102","OR2V1","10618"
"9606.ENSP00000404121","ILF3","96764"
"9606.ENSP00000404123","GAGE12F","7054"
"9606.ENSP00000404127","ENSG00000196826",NA
"9606.ENSP00000404132","C8orf59","63892"
"9606.ENSP00000404151","KIAA0284","55145"
"9606.ENSP00000404179","DOCK4","56906"
"9606.ENSP00000404220","CCDC155","57215"
"9606.ENSP00000404251","VGLL4","83591"
"9606.ENSP00000404281","PRR20E","90326"
"9606.ENSP00000404304","ARMCX4","51078"
"9606.ENSP00000404375","RPL36A","168451"
"9606.ENSP00000404381","DNAJB14","152815"
"9606.ENSP00000404403","ZBTB22","80764"
"9606.ENSP00000404432","LIMS3L","199745"
"9606.ENSP00000404503","BBC3","79725"
"9606.ENSP00000404517","KRTAP21-3","7056"
"9606.ENSP00000404583","C5orf60","7057"
"9606.ENSP00000404591","ENSG00000224867","7058"
"9606.ENSP00000404658","EZH1","7059"
"9606.ENSP00000404676","PGGT1B","7060"
"9606.ENSP00000404705","NAALADL2","51298"
"9606.ENSP00000404739","LOC389603","100507527"
"9606.ENSP00000404833","TAPBP","100506564"
"9606.ENSP00000404840","ENSG00000179038","117145"
"9606.ENSP00000404860","SCHIP1","284486"
"9606.ENSP00000404873","ENSG00000262323","51337"
"9606.ENSP00000404923","TECPR1","387357"
"9606.ENSP00000405032","GSG1","9473"
"9606.ENSP00000405038","REXO1L11P","54974"
"9606.ENSP00000405095","TAS2R39","79896"
"9606.ENSP00000405165","LIMS3","55258"
"9606.ENSP00000405987","LRRD1","9984"
"9606.ENSP00000407375","GPX1","57187"
"9606.ENSP00000453973","EPDR1","84321"
"9606.ENSP00000405176","TWIST2","8563"
"9606.ENSP00000405202","SPANXB2","79228"
"9606.ENSP00000405210","SPANXN4","80145"
"9606.ENSP00000405218","ZNF347","7064"
"9606.ENSP00000405222","DCAF8L1","7066"
"9606.ENSP00000405252","AKAP7","7067"
"9606.ENSP00000405261","CT45A4","9967"
"9606.ENSP00000405268","MBD1","7068"
"9606.ENSP00000405289","ZNF778","7069"
"9606.ENSP00000405290","NPAS1","55901"
"9606.ENSP00000405348","NPIPL1","79875"
"9606.ENSP00000405424","OXR1","221981"
"9606.ENSP00000405455","TKT","80731"
"9606.ENSP00000405482","SVOPL","79178"
"9606.ENSP00000405514","PPP1R9A","55623"
"9606.ENSP00000405533","CCL4L1","80745"
"9606.ENSP00000405573","GPI","25917"
"9606.ENSP00000406012","IFT140","7070"
"9606.ENSP00000454565","C17orf103","29087"
"9606.ENSP00000405574","TBL1XR1","7072"
"9606.ENSP00000405575","CHMP3","9220"
"9606.ENSP00000405577","CLMP","7073"
"9606.ENSP00000405600","SLC4A2","7074"
"9606.ENSP00000405610","S100A7L2","26230"
"9606.ENSP00000405620","DHX30","148022"
"9606.ENSP00000405635","CNEP1R1","353376"
"9606.ENSP00000405674","NOL7","90381"
"9606.ENSP00000405676","ENSG00000254706","7075"
"9606.ENSP00000405682","ENSG00000229974","92610"
"9606.ENSP00000405699","ZNF837","497189"
"9606.ENSP00000405700","ENSG00000236029","200765"
"9606.ENSP00000405708","CCDC39",NA
"9606.ENSP00000405718","PNMA6A","166815"
"9606.ENSP00000405722","ENSG00000227164","220359"
"9606.ENSP00000405726","CDC45","201798"
"9606.ENSP00000406022","UNC5C","84948"
"9606.ENSP00000405738","ESRP1","81789"
"9606.ENSP00000405812","SLC4A8","91151"
"9606.ENSP00000405890","PBX1","201633"
"9606.ENSP00000405926","TMED7","91937"
"9606.ENSP00000405932","PROX2","8914"
"9606.ENSP00000405950","PNCK","26519"
"9606.ENSP00000405963","RASGRF1","26515"
"9606.ENSP00000405965","SUMO2","26517"
"9606.ENSP00000405969","ACBD4","10440"
"9606.ENSP00000406046","POLD1","10245"
"9606.ENSP00000406052","TDRD5","29090"
"9606.ENSP00000406084","WDR20","29928"
"9606.ENSP00000406144","TTC39A","100287932"
"9606.ENSP00000406145","CTXN2","100652748"
"9606.ENSP00000406157","PAPSS2","10469"
"9606.ENSP00000406162","PRMT1","92609"
"9606.ENSP00000406164","GMNC","1678"
"9606.ENSP00000406201","ZNF160","26521"
"9606.ENSP00000406209","EPN1","26520"
"9606.ENSP00000406220","SLC13A5","51300"
"9606.ENSP00000406229","FAT1","7076"
"9606.ENSP00000406674","MOGAT1","7077"
"9606.ENSP00000406718","ENSG00000225940","7078"
"9606.ENSP00000406293","TCEA3","7079"
"9606.ENSP00000406318","ZNF880","27283"
"9606.ENSP00000406327","COX20","64129"
"9606.ENSP00000406367","GPR124","26277"
"9606.ENSP00000406381","ENSG00000224916","25976"
"9606.ENSP00000406407","TSPY10","54962"
"9606.ENSP00000406463","DNAJC7","261726"
"9606.ENSP00000406478","LILRB5","114609"
"9606.ENSP00000406482","THSD7A",NA
"9606.ENSP00000406485","SMTNL1","93643"
"9606.ENSP00000406490","PMS1","7082"
"9606.ENSP00000406521","ENSG00000214844","9414"
"9606.ENSP00000406541","C11orf21","27134"
"9606.ENSP00000406546","SLC23A3","7083"
"9606.ENSP00000406577","CKMT1A","7084"
"9606.ENSP00000406579","ENSG00000260175","7086"
"9606.ENSP00000406751","CRY2","8277"
"9606.ENSP00000406861","MUC6","84076"
"9606.ENSP00000406885","TMEM41A","116238"
"9606.ENSP00000406909","PHOSPHO1","727910"
"9606.ENSP00000406925","C4orf26","7088"
"9606.ENSP00000406933","NT5DC2","7089"
"9606.ENSP00000406955","ZBTB38","7090"
"9606.ENSP00000406957","SPATA31A2","7091"
"9606.ENSP00000406970","LAX1","79816"
"9606.ENSP00000407048","ENSG00000215014","9874"
"9606.ENSP00000407107","HHLA1","11011"
"9606.ENSP00000407130","ZNF410","7092"
"9606.ENSP00000407154","HSD11B1L","7093"
"9606.ENSP00000407182","TNPO2","7094"
"9606.ENSP00000407193","ARSG","83660"
"9606.ENSP00000407262","ZNF138","7096"
"9606.ENSP00000407952","NAMPTL","81793"
"9606.ENSP00000407401","PEX5","7097"
"9606.ENSP00000407425","SKA2L","7098"
"9606.ENSP00000407436","AGAP10","7099"
"9606.ENSP00000407487","UNC45A","7100"
"9606.ENSP00000407497","SPINK8","10333"
"9606.ENSP00000407509","PNPLA6","51284"
"9606.ENSP00000407521","FAM22E","51311"
"9606.ENSP00000407546","CHRNA7","54106"
"9606.ENSP00000407552","GAS7","3195"
"9606.ENSP00000407653","PRR22","3196"
"9606.ENSP00000407685","TNXB","30012"
"9606.ENSP00000407724","CSDE1","83941"
"9606.ENSP00000407749","FAM25G","83877"
"9606.ENSP00000407755","ENSG00000232941","80213"
"9606.ENSP00000407761","ACOXL","4071"
"9606.ENSP00000407763","CCDC122","116441"
"9606.ENSP00000407813","ENSG00000228804","116211"
"9606.ENSP00000407816","ENSG00000226593","79853"
"9606.ENSP00000407818","USP46","7104"
"9606.ENSP00000407866","ENSG00000205014","9032"
"9606.ENSP00000407868","C21orf54","53346"
"9606.ENSP00000407925","RIMBP3B","53345"
"9606.ENSP00000407928","ENSG00000230000","7108"
"9606.ENSP00000407978","NKX1-1","51768"
"9606.ENSP00000408005","SLC9A3R2","10548"
"9606.ENSP00000408058","METTL11B","9375"
"9606.ENSP00000408108","WDR26","56889"
"9606.ENSP00000408132","GOLGA6B","9777"
"9606.ENSP00000408146","HLA-DPB1","55319"
"9606.ENSP00000408204","CT47A9","51372"
"9606.ENSP00000408206","ENSG00000235153","64114"
"9606.ENSP00000408236","CYTH2","51643"
"9606.ENSP00000408288","PPP1R3E","7009"
"9606.ENSP00000408290","ENSG00000205785","117531"
"9606.ENSP00000408295","RFC5","117532"
"9606.ENSP00000408342","PRAM1","342125"
"9606.ENSP00000408405","KCTD1","147798"
"9606.ENSP00000408411","LAMP2","79838"
"9606.ENSP00000408464","DOCK8","11322"
"9606.ENSP00000408511","ENSG00000237847","79905"
"9606.ENSP00000409166","ENSG00000237276","147138"
"9606.ENSP00000409195","TBC1D3H","23023"
"9606.ENSP00000408526","IMPA1","9911"
"9606.ENSP00000408527","C2orf61","57458"
"9606.ENSP00000408581","TMEM132D","54499"
"9606.ENSP00000408598","PABPN1L","127391"
"9606.ENSP00000408617","HDAC9","55002"
"9606.ENSP00000408631","CIDEC","255104"
"9606.ENSP00000408632","CDH13","145942"
"9606.ENSP00000408695","PRKCA","55374"
"9606.ENSP00000408697","NUGGC",NA
"9606.ENSP00000408730","CCDC124","11018"
"9606.ENSP00000408792","SP8","10972"
"9606.ENSP00000408827","ENSG00000215621","10959"
"9606.ENSP00000408860","CYP21A2","23423"
"9606.ENSP00000408910","DCTN2","222068"
"9606.ENSP00000408979","KIF5A","50999"
"9606.ENSP00000408984","CCL3L1","146456"
"9606.ENSP00000408994","DET1","51014"
"9606.ENSP00000409000","IL28B","283578"
"9606.ENSP00000409007","GDNF","54732"
"9606.ENSP00000409009","FAM195B","8577"
"9606.ENSP00000409016","TBRG1","23671"
"9606.ENSP00000409075","CYB5RL","55273"
"9606.ENSP00000409094","OR52I1","84336"
"9606.ENSP00000409107","ZBTB42","284114"
"9606.ENSP00000409126","ANO6","54868"
"9606.ENSP00000409197","CCL14","284186"
"9606.ENSP00000409202","ENSG00000214854","113277"
"9606.ENSP00000409231","C5orf44","54664"
"9606.ENSP00000409256","EFCAB4A","79022"
"9606.ENSP00000409267","CYorf16","84314"
"9606.ENSP00000409279","OTUD4","66000"
"9606.ENSP00000409315","RBM18","79073"
"9606.ENSP00000409316","OR4F29","8834"
"9606.ENSP00000409318","ZNF230",NA
"9606.ENSP00000409346","CISH","283953"
"9606.ENSP00000409362","FAM138A","11070"
"9606.ENSP00000409370","NLRP2","89894"
"9606.ENSP00000409378","CHRM4","84216"
"9606.ENSP00000409382","EFCAB4B","338773"
"9606.ENSP00000409423","FAM47E","144404"
"9606.ENSP00000409463","ZNF740","80757"
"9606.ENSP00000409514","ZNF717","114908"
"9606.ENSP00000409542","LOC388849","128218"
"9606.ENSP00000409555","HERPUD1","84233"
"9606.ENSP00000409581","ARRB1","55863"
"9606.ENSP00000409612","ACADM","55654"
"9606.ENSP00000409637","PLCL2","85013"
"9606.ENSP00000409652","ZNF766","92305"
"9606.ENSP00000409655","ENSG00000224153","222865"
"9606.ENSP00000409667","SYNJ1","23505"
"9606.ENSP00000409722","LOC283788","54972"
"9606.ENSP00000409748","ENSG00000233863","114795"
"9606.ENSP00000409799","RPP21","92293"
"9606.ENSP00000409832","GAGE12J","121256"
"9606.ENSP00000409862","LOC389906","124842"
"9606.ENSP00000409898","NLRP11","83935"
"9606.ENSP00000409932","TCEB3CL","80194"
"9606.ENSP00000409936","MYO19","65084"
"9606.ENSP00000409937","ALS2CR11","219902"
"9606.ENSP00000409950","ANHX","51524"
"9606.ENSP00000410447","IKZF2","135932"
"9606.ENSP00000411645","TMPRSS7","55281"
"9606.ENSP00000409952","VPS52","85014"
"9606.ENSP00000409964","KIAA1430","55260"
"9606.ENSP00000410007","FBXO46","55314"
"9606.ENSP00000410024","PHGR1","284339"
"9606.ENSP00000410041","SKIDA1","10430"
"9606.ENSP00000410076","CASP1","28978"
"9606.ENSP00000410083","VEZT","81853"
"9606.ENSP00000410111","TBC1D26","51522"
"9606.ENSP00000410157","ABTB2",NA
"9606.ENSP00000410186","AKD1","129303"
"9606.ENSP00000410198","ZSCAN2","284417"
"9606.ENSP00000410216","POC5","441027"
"9606.ENSP00000410261","ENSG00000232850","256472"
"9606.ENSP00000410294","FGFR2","441151"
"9606.ENSP00000410360","KIAA0125","201799"
"9606.ENSP00000410395","C12orf52","132332"
"9606.ENSP00000410396","CMSS1","80008"
"9606.ENSP00000410400","CT47A11","25907"
"9606.ENSP00000410403","RAB34","57146"
"9606.ENSP00000411584","MSANTD1","54958"
"9606.ENSP00000410452","STMN1","54929"
"9606.ENSP00000410466","ZNF90","153396"
"9606.ENSP00000410481","LTB","81615"
"9606.ENSP00000410533","RNF223","84187"
"9606.ENSP00000410545","ZNF814","55858"
"9606.ENSP00000410603","FAM131B","153339"
"9606.ENSP00000410621","USP17L15","56900"
"9606.ENSP00000410626","PHRF1","64418"
"9606.ENSP00000410715","SFRP4","92691"
"9606.ENSP00000410732","GABRG2","200728"
"9606.ENSP00000410734","ZNF562","124491"
"9606.ENSP00000410758","LSM5","100113407"
"9606.ENSP00000410759","ATXN7L1","134285"
"9606.ENSP00000410768","FAM135A","340061"
"9606.ENSP00000410769","CNBP","134288"
"9606.ENSP00000410815","ENSG00000244255","84286"
"9606.ENSP00000410818","MAD2L1BP","55365"
"9606.ENSP00000411593","GLRA1","28959"
"9606.ENSP00000410833","GBE1","80775"
"9606.ENSP00000410852","TMEM132C","130733"
"9606.ENSP00000410858","NHLRC4","100507421"
"9606.ENSP00000410862","RUNDC3A","388021"
"9606.ENSP00000410890","ZNF783","374395"
"9606.ENSP00000410910","MUSTN1","129787"
"9606.ENSP00000410925","GPR42",NA
"9606.ENSP00000410926","LMLN","57583"
"9606.ENSP00000410943","TSPYL4","130827"
"9606.ENSP00000411004","XG","92703"
"9606.ENSP00000411010","DNTTIP2","202915"
"9606.ENSP00000411012","NSMAF","25829"
"9606.ENSP00000411032","ZNF284","55751"
"9606.ENSP00000411070","LCE6A","84548"
"9606.ENSP00000411084","ZNF799","79134"
"9606.ENSP00000411096","ABCA13","25880"
"9606.ENSP00000411097","ZNF275","8269"
"9606.ENSP00000411098","ENSG00000232671","387521"
"9606.ENSP00000411099","TLK1","55266"
"9606.ENSP00000411112","C17orf112","147744"
"9606.ENSP00000411125","ENSG00000197604","201931"
"9606.ENSP00000411132","ZNF619",NA
"9606.ENSP00000411140","NPIPL2",NA
"9606.ENSP00000411145","FEZF1","256130"
"9606.ENSP00000411197","TBC1D9","130612"
"9606.ENSP00000411198","KRTAP4-16P","147007"
"9606.ENSP00000411217","CC2D2B","23670"
"9606.ENSP00000411372","FAM200A","114801"
"9606.ENSP00000411397","MARK3","399474"
"9606.ENSP00000411409","ZNF598","645369"
"9606.ENSP00000411418","RAB3GAP1","199953"
"9606.ENSP00000411439","PATE4","338949"
"9606.ENSP00000411459","ARHGEF28","94107"
"9606.ENSP00000411471","ABCF3","79652"
"9606.ENSP00000411514","ZNF385C","374882"
"9606.ENSP00000411532","TOP2A","55248"
"9606.ENSP00000411552","CDKN1C","131920"
"9606.ENSP00000411658","ADCYAP1","29100"
"9606.ENSP00000411672","ATP6V0E2","84928"
"9606.ENSP00000411673","ENSG00000233389","100505993"
"9606.ENSP00000411734","ENSG00000234516","255349"
"9606.ENSP00000411822","ISY1-RAB43","389177"
"9606.ENSP00000411825","PDCD6IP","155006"
"9606.ENSP00000411827","GPR137","54867"
"9606.ENSP00000411904","CPNE4","401498"
"9606.ENSP00000411909","CT47A10","51259"
"9606.ENSP00000411932","LMOD2","221468"
"9606.ENSP00000411940","IFNA17","219854"
"9606.ENSP00000411948","SAPCD1","124446"
"9606.ENSP00000412060","GREB1L","388335"
"9606.ENSP00000412064","PRR13","100130519"
"9606.ENSP00000412130","MRVI1","84065"
"9606.ENSP00000412150","CCDC121","79064"
"9606.ENSP00000412178","DGKZ","338661"
"9606.ENSP00000412189","PGAM4","730130"
"9606.ENSP00000412237","IL10","161145"
"9606.ENSP00000412267","CXXC4","29058"
"9606.ENSP00000412271","ENSG00000239332","79583"
"9606.ENSP00000412272","ZNF503-AS2","642987"
"9606.ENSP00000412278","CYP4F31P","387890"
"9606.ENSP00000412292","DEPDC1","56063"
"9606.ENSP00000412315","GSKIP","283999"
"9606.ENSP00000412324","PPP2R5C","653567"
"9606.ENSP00000412361","SIGLEC11","65062"
"9606.ENSP00000412365","CDKL2","388564"
"9606.ENSP00000412388","C9orf172","100288797"
"9606.ENSP00000412394","MAML2","339453"
"9606.ENSP00000412436","PRH1","85019"
"9606.ENSP00000412457","ENSG00000248993","729515"
"9606.ENSP00000412566","SNRPB","253582"
"9606.ENSP00000413697","TOM1","23731"
"9606.ENSP00000454591","FAM188B2","84302"
"9606.ENSP00000412673","GABRR1","388946"
"9606.ENSP00000412721","C1orf196","55069"
"9606.ENSP00000412733","OSBPL9","340393"
"9606.ENSP00000412752","OR4A47","84866"
"9606.ENSP00000412788","PTBP2","26175"
"9606.ENSP00000412792","ENSG00000224997","169693"
"9606.ENSP00000412886","CAMTA2","643382"
